tbl_CallerDistGroupISP(tbl_CallerDistGroupISP)

Export Time:2018/06/03 11:13:26

ID,Discrimination group number,Caller number,Address nature,Phone number type,Function code,Call source code change flag,Charging source code change flag,Barring group number change flag,Peru user flag,Peru user state,Peru user sub state,Minimum length,Maximum length,Call source code,Charging source code,Barring group number,Caller category,Caller number change index,generic number change index,redirect number change index,original called number change index,Codec list,Caller toll call password,User Type,Hairpinning Mode,Preselect Policy Code,Original function code,Barring indication,Is or not Different Carrier,Change multi number,Set CLIR,Reserved,is wslst or not,Cause Value,Status
1429,1572,2203570,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1430,1572,2203571,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1431,1572,2203572,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1432,1572,2203573,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1433,1572,2203574,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1434,1573,2203570,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1435,1573,2203571,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1436,1573,2203572,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1437,1573,2203573,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1438,1573,2203574,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1439,1576,2235605,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1440,1576,2235606,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1441,1576,2235607,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1442,1576,2235608,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1443,1576,2235609,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1444,1577,2235605,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1445,1577,2235606,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1446,1577,2235607,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1447,1577,2235608,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1448,1577,2235609,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1449,1578,2200160,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1450,1578,2200161,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1451,1578,2200162,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1452,1578,2200163,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1453,1578,2200164,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1454,1579,2200160,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1455,1579,2200161,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1456,1579,2200162,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1457,1579,2200163,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1458,1579,2200164,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1459,1563,223114,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1460,1563,223115,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1461,1563,223116,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1462,1563,223117,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1463,1580,241810,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1464,1580,241811,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1465,1581,241810,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1466,1581,241811,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1467,1580,241816,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1468,1581,241816,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1469,1584,2205879,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1470,1584,2205880,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1471,1586,2203358,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1472,1586,2203359,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1473,1587,2203355,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1474,1587,2203356,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1475,1587,2203357,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1476,1587,2203358,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1477,1587,2203359,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1478,1656,245730,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1479,1657,245730,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1480,1664,2235295,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1481,1664,2235296,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1482,1664,2235297,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1483,1664,2235298,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1484,1664,2235299,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1485,1665,2235295,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1486,1665,2235296,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1487,1665,2235297,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1488,1588,2203265,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1489,1588,2203266,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1490,1588,2203267,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1491,1588,2203268,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1492,1588,2203269,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1493,1589,2203265,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1494,1589,2203266,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1495,1589,2203267,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1496,1589,2203268,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1497,1589,2203269,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1498,1564,2203590,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1499,1564,2203591,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1500,1564,2203592,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1501,1564,2203593,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1502,1564,2203594,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1503,1565,2203590,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1504,1565,2203591,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1505,1565,2203592,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1506,1565,2203593,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1507,1565,2203594,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1508,1570,2235375,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1509,1570,2235376,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1510,1570,2235377,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1511,1570,2235378,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1512,1570,2235379,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1513,1571,2235375,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1514,1571,2235376,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1515,1571,2235377,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1516,1571,2235378,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1517,1571,2235379,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1518,1736,2251980,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1519,1736,2251981,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1520,1736,2251982,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1521,1736,2251983,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1522,1584,2205881,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1523,1584,2205882,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1524,1584,2205883,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1525,1584,2205884,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
1526,1585,2205875,All number,caller number,Modify caller attribute,True,False,False,'0,'0,'0,NULL,NULL,501,NULL,NULL,No change,'0,'0,'0,'0,1111111111111111111101111111111111111111,pwd,NULL,No restriction,65535,2,'0000000000,False,False,False,'0,'0,Calling number discrimination restriction,1
